id_atribuicao,cpf,code_regiao,code_sexo,code_projeto
86383,042.986.153-24,5,1,Aaee682
86384,954.703.186-48,5,2,Aaee682
86385,817.936.024-50,5,2,Aaee682
86386,762.135.094-61,5,2,Aaee682
86387,72.386.450-92,5,2,Aaee682
86388,598.371.026-59,5,2,Aaee682
86389,528.364.970-92,5,2,Aaee682
86390,403.217.985-97,5,2,Aaee682
86391,360.985.421-98,5,2,Aaee682
86392,207.985.413-50,5,2,Aaee682
86393,203.496.781-03,5,2,Aaee682
86394,198.465.327-09,5,2,Aaee682
86395,158.749.320-97,5,2,Aaee682
86396,841.923.067-78,4,1,Aaee682
86397,726.801.935-12,4,1,Aaee682
86398,697.180.342-69,4,1,Aaee682
86399,573.429.601-52,4,1,Aaee682
86400,531.048.697-66,4,1,Aaee682
86401,297.140.658-01,4,1,Aaee682
86402,210.839.574-14,4,1,Aaee682
86403,045.618.792-85,4,1,Aaee682
86404,831.927.546-64,4,2,Aaee682
86405,751.032.986-86,4,2,Aaee682
86406,643.071.852-26,4,2,Aaee682
86407,587.409.362-10,4,2,Aaee682
86408,492.601.587-02,4,2,Aaee682
86409,293.417.680-04,4,2,Aaee682
86410,935.826.147-19,3,1,Aaee682
86411,917.324.856-82,3,1,Aaee682
86412,872.013.469-03,3,1,Aaee682
86413,826.793.501-03,3,1,Aaee682
86414,764.310.259-70,3,1,Aaee682
86415,753.840.219-50,3,1,Aaee682
86416,736.980.521-21,3,1,Aaee682
86417,691.725.034-16,3,1,Aaee682
86418,630.142.958-33,3,1,Aaee682
86419,580.317.462-90,3,1,Aaee682
86420,542.309.167-52,3,1,Aaee682
86421,538.926.071-68,3,1,Aaee682
86422,473.629.158-37,3,1,Aaee682
86423,436.051.897-84,3,1,Aaee682
86424,276.518.309-03,3,1,Aaee682
86425,258.174.036-17,3,1,Aaee682
86426,182.645.079-30,3,1,Aaee682
86427,138.072.695-68,3,1,Aaee682
86428,019.675.248-58,3,1,Aaee682
86429,940.261.537-70,3,2,Aaee682
86430,918.562.370-95,3,2,Aaee682
86431,834.761.059-20,3,2,Aaee682
86432,815.423.096-89,3,2,Aaee682
86433,735.480.126-71,3,2,Aaee682
86434,680.293.471-03,3,2,Aaee682
86435,546.301.879-01,3,2,Aaee682
86436,518.907.236-30,3,2,Aaee682
86437,478.926.513-73,3,2,Aaee682
86438,472.103.685-07,3,2,Aaee682
86439,365.891.720-21,3,2,Aaee682
86440,217.065.893-95,3,2,Aaee682
86441,109.358.264-24,3,2,Aaee682
86442,946.572.380-00,2,1,Aaee682
86443,791.035.862-86,2,1,Aaee682
86444,695.127.034-16,2,1,Aaee682
86445,658.730.214-90,2,1,Aaee682
86446,582.917.340-97,2,1,Aaee682
86447,571.890.324-79,2,1,Aaee682
86448,549.072.318-14,2,1,Aaee682
86449,486.932.751-19,2,1,Aaee682
86450,479.516.830-00,2,1,Aaee682
86451,452.037.891-50,2,1,Aaee682
86452,438.059.176-00,2,1,Aaee682
86453,429.763.508-92,2,1,Aaee682
86454,364.805.971-84,2,1,Aaee682
86455,273.409.518-14,2,1,Aaee682
86456,920.164.738-78,2,2,Aaee682
86457,725.369.401-52,2,2,Aaee682
86458,704.918.362-87,2,2,Aaee682
86459,672.305.189-03,2,2,Aaee682
86460,564.970.813-48,2,2,Aaee682
86461,246.719.538-46,2,2,Aaee682
86462,180.967.532-40,2,2,Aaee682
86463,139.285.670-12,2,2,Aaee682
86464,071.683.542-80,2,2,Aaee682
86465,057.162.493-61,2,2,Aaee682
86466,042.863.917-87,2,2,Aaee682
86467,705.289.346-00,1,1,Aaee682
86468,632.150.489-06,1,1,Aaee682
86469,574.698.210-58,1,1,Aaee682
86470,516.327.049-43,1,1,Aaee682
86471,470.268.351-90,1,1,Aaee682
86472,413.879.265-19,1,1,Aaee682
86473,375.246.189-64,1,1,Aaee682
86474,306.784.259-65,1,1,Aaee682
86475,231.568.947-37,1,1,Aaee682
86476,950.631.827-12,1,2,Aaee682
86477,935.741.260-34,1,2,Aaee682
86478,927.086.435-92,1,2,Aaee682
86479,609.537.824-92,1,2,Aaee682
86480,562.710.489-94,1,2,Aaee682
86481,528.147.036-17,1,2,Aaee682
86482,396.048.527-10,1,2,Aaee682
86483,346.758.012-26,1,2,Aaee682
86484,270.691.548-01,1,2,Aaee682
86485,260.518.493-51,1,2,Aaee682
86486,247.016.983-69,1,2,Aaee682
86487,017.845.629-20,1,2,Aaee682
86488,918.630.725-86,5,1,AaF2299
86489,897.154.230-60,5,1,AaF2299
86490,896.730.521-40,5,1,AaF2299
86491,893.605.721-95,5,1,AaF2299
86492,820.974.536-00,5,1,AaF2299
86493,815.493.762-09,5,1,AaF2299
86494,809.341.526-24,5,1,AaF2299
86495,796.502.381-40,5,1,AaF2299
86496,791.453.280-05,5,1,AaF2299
86497,760.198.342-04,5,1,AaF2299
86498,630.849.715-01,5,1,AaF2299
86499,621.985.037-86,5,1,AaF2299
86500,617.593.042-80,5,1,AaF2299
86501,610.938.452-60,5,1,AaF2299
86502,598.406.312-33,5,1,AaF2299
86503,564.109.378-57,5,1,AaF2299
86504,495.017.823-79,5,1,AaF2299
86505,451.609.827-01,5,1,AaF2299
86506,385.714.690-75,5,1,AaF2299
86507,159.760.234-52,5,1,AaF2299
86508,126.390.758-02,5,1,AaF2299
86509,052.946.371-70,5,1,AaF2299
86510,042.986.153-24,5,1,AaF2299
86511,954.703.186-48,5,2,AaF2299
86512,817.936.024-50,5,2,AaF2299
86513,762.135.094-61,5,2,AaF2299
86514,72.386.450-92,5,2,AaF2299
86515,598.371.026-59,5,2,AaF2299
86516,528.364.970-92,5,2,AaF2299
86517,403.217.985-97,5,2,AaF2299
86518,360.985.421-98,5,2,AaF2299
86519,207.985.413-50,5,2,AaF2299
86520,203.496.781-03,5,2,AaF2299
86521,198.465.327-09,5,2,AaF2299
86522,158.749.320-97,5,2,AaF2299
86523,841.923.067-78,4,1,AaF2299
86524,726.801.935-12,4,1,AaF2299
86525,697.180.342-69,4,1,AaF2299
86526,573.429.601-52,4,1,AaF2299
86527,531.048.697-66,4,1,AaF2299
86528,297.140.658-01,4,1,AaF2299
86529,210.839.574-14,4,1,AaF2299
86530,045.618.792-85,4,1,AaF2299
86531,831.927.546-64,4,2,AaF2299
86532,751.032.986-86,4,2,AaF2299
86533,643.071.852-26,4,2,AaF2299
86534,587.409.362-10,4,2,AaF2299
86535,492.601.587-02,4,2,AaF2299
86536,293.417.680-04,4,2,AaF2299
86537,935.826.147-19,3,1,AaF2299
86538,917.324.856-82,3,1,AaF2299
86539,872.013.469-03,3,1,AaF2299
86540,826.793.501-03,3,1,AaF2299
86541,764.310.259-70,3,1,AaF2299
86542,753.840.219-50,3,1,AaF2299
86543,736.980.521-21,3,1,AaF2299
86544,691.725.034-16,3,1,AaF2299
86545,630.142.958-33,3,1,AaF2299
86546,580.317.462-90,3,1,AaF2299
86547,542.309.167-52,3,1,AaF2299
86548,538.926.071-68,3,1,AaF2299
86549,473.629.158-37,3,1,AaF2299
86550,436.051.897-84,3,1,AaF2299
86551,276.518.309-03,3,1,AaF2299
86552,258.174.036-17,3,1,AaF2299
86553,182.645.079-30,3,1,AaF2299
86554,138.072.695-68,3,1,AaF2299
86555,019.675.248-58,3,1,AaF2299
86556,940.261.537-70,3,2,AaF2299
86557,918.562.370-95,3,2,AaF2299
86558,834.761.059-20,3,2,AaF2299
86559,815.423.096-89,3,2,AaF2299
86560,735.480.126-71,3,2,AaF2299
86561,680.293.471-03,3,2,AaF2299
86562,546.301.879-01,3,2,AaF2299
86563,518.907.236-30,3,2,AaF2299
86564,478.926.513-73,3,2,AaF2299
86565,472.103.685-07,3,2,AaF2299
86566,365.891.720-21,3,2,AaF2299
86567,217.065.893-95,3,2,AaF2299
86568,109.358.264-24,3,2,AaF2299
86569,946.572.380-00,2,1,AaF2299
86570,791.035.862-86,2,1,AaF2299
86571,695.127.034-16,2,1,AaF2299
86572,658.730.214-90,2,1,AaF2299
86573,582.917.340-97,2,1,AaF2299
86574,571.890.324-79,2,1,AaF2299
86575,549.072.318-14,2,1,AaF2299
86576,486.932.751-19,2,1,AaF2299
86577,479.516.830-00,2,1,AaF2299
86578,452.037.891-50,2,1,AaF2299
86579,438.059.176-00,2,1,AaF2299
86580,429.763.508-92,2,1,AaF2299
86581,364.805.971-84,2,1,AaF2299
86582,273.409.518-14,2,1,AaF2299
86583,920.164.738-78,2,2,AaF2299
86584,725.369.401-52,2,2,AaF2299
86585,704.918.362-87,2,2,AaF2299
86586,672.305.189-03,2,2,AaF2299
86587,564.970.813-48,2,2,AaF2299
86588,246.719.538-46,2,2,AaF2299
86589,180.967.532-40,2,2,AaF2299
86590,139.285.670-12,2,2,AaF2299
86591,071.683.542-80,2,2,AaF2299
86592,057.162.493-61,2,2,AaF2299
86593,042.863.917-87,2,2,AaF2299
86594,705.289.346-00,1,1,AaF2299
86595,632.150.489-06,1,1,AaF2299
86596,574.698.210-58,1,1,AaF2299
86597,516.327.049-43,1,1,AaF2299
86598,470.268.351-90,1,1,AaF2299
86599,413.879.265-19,1,1,AaF2299
86600,375.246.189-64,1,1,AaF2299
86601,306.784.259-65,1,1,AaF2299
86602,231.568.947-37,1,1,AaF2299
86603,950.631.827-12,1,2,AaF2299
86604,935.741.260-34,1,2,AaF2299
86605,927.086.435-92,1,2,AaF2299
86606,609.537.824-92,1,2,AaF2299
86607,562.710.489-94,1,2,AaF2299
86608,528.147.036-17,1,2,AaF2299
86609,396.048.527-10,1,2,AaF2299
86610,346.758.012-26,1,2,AaF2299
86611,270.691.548-01,1,2,AaF2299
86612,260.518.493-51,1,2,AaF2299
86613,247.016.983-69,1,2,AaF2299
86614,017.845.629-20,1,2,AaF2299
42419,918.630.725-86,5,1,Aaff1561
42420,897.154.230-60,5,1,Aaff1561
42421,896.730.521-40,5,1,Aaff1561
42422,893.605.721-95,5,1,Aaff1561
42423,820.974.536-00,5,1,Aaff1561
42424,815.493.762-09,5,1,Aaff1561
42425,809.341.526-24,5,1,Aaff1561
42426,796.502.381-40,5,1,Aaff1561
42427,791.453.280-05,5,1,Aaff1561
42428,760.198.342-04,5,1,Aaff1561
42429,630.849.715-01,5,1,Aaff1561
42430,621.985.037-86,5,1,Aaff1561
42431,617.593.042-80,5,1,Aaff1561
42432,610.938.452-60,5,1,Aaff1561
42433,598.406.312-33,5,1,Aaff1561
42434,564.109.378-57,5,1,Aaff1561
42435,495.017.823-79,5,1,Aaff1561
42436,451.609.827-01,5,1,Aaff1561
42437,385.714.690-75,5,1,Aaff1561
42438,159.760.234-52,5,1,Aaff1561
42439,126.390.758-02,5,1,Aaff1561
42440,052.946.371-70,5,1,Aaff1561
42441,042.986.153-24,5,1,Aaff1561
42442,954.703.186-48,5,2,Aaff1561
42443,817.936.024-50,5,2,Aaff1561
42444,762.135.094-61,5,2,Aaff1561
42445,72.386.450-92,5,2,Aaff1561
42446,598.371.026-59,5,2,Aaff1561
42447,528.364.970-92,5,2,Aaff1561
42448,403.217.985-97,5,2,Aaff1561
42449,360.985.421-98,5,2,Aaff1561
42450,207.985.413-50,5,2,Aaff1561
42451,203.496.781-03,5,2,Aaff1561
42452,198.465.327-09,5,2,Aaff1561
42453,158.749.320-97,5,2,Aaff1561
42454,841.923.067-78,4,1,Aaff1561
42455,726.801.935-12,4,1,Aaff1561
42456,697.180.342-69,4,1,Aaff1561
42457,573.429.601-52,4,1,Aaff1561
42458,531.048.697-66,4,1,Aaff1561
42459,297.140.658-01,4,1,Aaff1561
42460,210.839.574-14,4,1,Aaff1561
42461,045.618.792-85,4,1,Aaff1561
42462,831.927.546-64,4,2,Aaff1561
42463,751.032.986-86,4,2,Aaff1561
42464,643.071.852-26,4,2,Aaff1561
42465,587.409.362-10,4,2,Aaff1561
42466,492.601.587-02,4,2,Aaff1561
42467,293.417.680-04,4,2,Aaff1561
42468,935.826.147-19,3,1,Aaff1561
42469,917.324.856-82,3,1,Aaff1561
42470,872.013.469-03,3,1,Aaff1561
42471,826.793.501-03,3,1,Aaff1561
42472,764.310.259-70,3,1,Aaff1561
42473,753.840.219-50,3,1,Aaff1561
42474,736.980.521-21,3,1,Aaff1561
42475,691.725.034-16,3,1,Aaff1561
42476,630.142.958-33,3,1,Aaff1561
42477,580.317.462-90,3,1,Aaff1561
42478,542.309.167-52,3,1,Aaff1561
42479,538.926.071-68,3,1,Aaff1561
42480,473.629.158-37,3,1,Aaff1561
42481,436.051.897-84,3,1,Aaff1561
42482,276.518.309-03,3,1,Aaff1561
42483,258.174.036-17,3,1,Aaff1561
42484,182.645.079-30,3,1,Aaff1561
42485,138.072.695-68,3,1,Aaff1561
42486,019.675.248-58,3,1,Aaff1561
42487,940.261.537-70,3,2,Aaff1561
42488,918.562.370-95,3,2,Aaff1561
42489,834.761.059-20,3,2,Aaff1561
42490,815.423.096-89,3,2,Aaff1561
42491,735.480.126-71,3,2,Aaff1561
42492,680.293.471-03,3,2,Aaff1561
42493,546.301.879-01,3,2,Aaff1561
42494,518.907.236-30,3,2,Aaff1561
42495,478.926.513-73,3,2,Aaff1561
42496,472.103.685-07,3,2,Aaff1561
42497,365.891.720-21,3,2,Aaff1561
42498,217.065.893-95,3,2,Aaff1561
42499,109.358.264-24,3,2,Aaff1561
42500,946.572.380-00,2,1,Aaff1561
42501,791.035.862-86,2,1,Aaff1561
42502,695.127.034-16,2,1,Aaff1561
42503,658.730.214-90,2,1,Aaff1561
42504,582.917.340-97,2,1,Aaff1561
42505,571.890.324-79,2,1,Aaff1561
42506,549.072.318-14,2,1,Aaff1561
42507,486.932.751-19,2,1,Aaff1561
42508,479.516.830-00,2,1,Aaff1561
42509,452.037.891-50,2,1,Aaff1561
42510,438.059.176-00,2,1,Aaff1561
42511,429.763.508-92,2,1,Aaff1561
42512,364.805.971-84,2,1,Aaff1561
42513,273.409.518-14,2,1,Aaff1561
42514,920.164.738-78,2,2,Aaff1561
42515,725.369.401-52,2,2,Aaff1561
42516,704.918.362-87,2,2,Aaff1561
42517,672.305.189-03,2,2,Aaff1561
42518,564.970.813-48,2,2,Aaff1561
42519,246.719.538-46,2,2,Aaff1561
42520,180.967.532-40,2,2,Aaff1561
42521,139.285.670-12,2,2,Aaff1561
42522,071.683.542-80,2,2,Aaff1561
42523,057.162.493-61,2,2,Aaff1561
42524,042.863.917-87,2,2,Aaff1561
42525,705.289.346-00,1,1,Aaff1561
42526,632.150.489-06,1,1,Aaff1561
42527,574.698.210-58,1,1,Aaff1561
42528,516.327.049-43,1,1,Aaff1561
42529,470.268.351-90,1,1,Aaff1561
